,Rank_current_season,Hotness Score_current_season,Time_current_season,Location_current_season,Away Team Rank_current_season,Away Team_current_season,Home Team Rank_current_season,Home Team_current_season,Away Team Covers_current_season,Home Team Covers_current_season,Away Team Spread_current_season,Away Team Implied Odds_current_season,Away Team Underdog_current_season,Home Team Spread_current_season,Home Team Implied Odds_current_season,Home Team Underdog_current_season,Away Team all_games_Sample Size_current_season,Away Team all_games_Cover %_current_season,Away Team all_games_MOV_current_season,Away Team all_games_ATS +/-_current_season,Away Team is_away_Sample Size_current_season,Away Team is_away_Cover %_current_season,Away Team is_away_MOV_current_season,Away Team is_away_ATS +/-_current_season,Home Team all_games_Sample Size_current_season,Home Team all_games_Cover %_current_season,Home Team all_games_MOV_current_season,Home Team all_games_ATS +/-_current_season,Home Team is_home_Sample Size_current_season,Home Team is_home_Cover %_current_season,Home Team is_home_MOV_current_season,Home Team is_home_ATS +/-_current_season,Underdog is_dog Team_current_season,Underdog is_dog Spread_current_season,Underdog is_dog Implied Odds_current_season,Underdog is_dog Sample Size_current_season,Underdog is_dog Cover %_current_season,Underdog is_dog MOV_current_season,Underdog is_dog ATS +/-_current_season,Favorite is_fav Team_current_season,Favorite is_fav Spread_current_season,Favorite is_fav Implied Odds_current_season,Favorite is_fav Sample Size_current_season,Favorite is_fav Cover %_current_season,Favorite is_fav MOV_current_season,Favorite is_fav ATS +/-_current_season,Away Team Covers_all_time,Home Team Covers_all_time,Away Team Spread_all_time,Home Team Spread_all_time,Away Team all_games_Sample Size_all_time,Away Team all_games_Cover %_all_time,Away Team all_games_MOV_all_time,Away Team all_games_ATS +/-_all_time,Away Team is_away_Sample Size_all_time,Away Team is_away_Cover %_all_time,Away Team is_away_MOV_all_time,Away Team is_away_ATS +/-_all_time,Home Team all_games_Sample Size_all_time,Home Team all_games_Cover %_all_time,Home Team all_games_MOV_all_time,Home Team all_games_ATS +/-_all_time,Home Team is_home_Sample Size_all_time,Home Team is_home_Cover %_all_time,Home Team is_home_MOV_all_time,Home Team is_home_ATS +/-_all_time,Underdog is_dog Spread_all_time,Underdog is_dog Sample Size_all_time,Underdog is_dog Cover %_all_time,Underdog is_dog MOV_all_time,Underdog is_dog ATS +/-_all_time,Favorite is_fav Spread_all_time,Favorite is_fav Sample Size_all_time,Favorite is_fav Cover %_all_time,Favorite is_fav MOV_all_time,Favorite is_fav ATS +/-_all_time,Away Team Covers_last_10_seasons,Home Team Covers_last_10_seasons,Away Team Spread_last_10_seasons,Home Team Spread_last_10_seasons,Away Team all_games_Sample Size_last_10_seasons,Away Team all_games_Cover %_last_10_seasons,Away Team all_games_MOV_last_10_seasons,Away Team all_games_ATS +/-_last_10_seasons,Away Team is_away_Sample Size_last_10_seasons,Away Team is_away_Cover %_last_10_seasons,Away Team is_away_MOV_last_10_seasons,Away Team is_away_ATS +/-_last_10_seasons,Home Team all_games_Sample Size_last_10_seasons,Home Team all_games_Cover %_last_10_seasons,Home Team all_games_MOV_last_10_seasons,Home Team all_games_ATS +/-_last_10_seasons,Home Team is_home_Sample Size_last_10_seasons,Home Team is_home_Cover %_last_10_seasons,Home Team is_home_MOV_last_10_seasons,Home Team is_home_ATS +/-_last_10_seasons,Underdog is_dog Spread_last_10_seasons,Underdog is_dog Sample Size_last_10_seasons,Underdog is_dog Cover %_last_10_seasons,Underdog is_dog MOV_last_10_seasons,Underdog is_dog ATS +/-_last_10_seasons,Favorite is_fav Spread_last_10_seasons,Favorite is_fav Sample Size_last_10_seasons,Favorite is_fav Cover %_last_10_seasons,Favorite is_fav MOV_last_10_seasons,Favorite is_fav ATS +/-_last_10_seasons,Away Team_current_season_map,Home Team_current_season_map,Favorite is_fav Team_current_season_map,Underdog is_dog Team_current_season_map,Away Team,Home Team,Home Cover
0,1,94.4,10:00 PM,Chase Center,1,Okla City,7,Golden State,Oklahoma City,Golden State,-2.0,0.5283,False,2.0,0.5192,True,17,0.588,11.2,2.8,7,0.714,11.9,5.4,17,0.588,7.8,4.1,7,0.571,6.9,1.1,Golden State,2.0,0.5192,5,0.8,4.4,9.1,Okla City,-2.0,0.5283,16,0.563,11.0,1.9,Oklahoma City,Golden State,-2.0,2.0,1840,0.525,1.0,0.3,908,0.526,-2.1,0.2,1869,0.517,2.3,0.3,937,0.536,5.7,0.7,2.0,763,0.526,-5.3,0.6,-2.0,993,0.519,6.6,0.0,Oklahoma City,Golden State,-2.0,2.0,870,0.522,1.1,0.3,426,0.519,-1.7,-0.2,953,0.508,5.2,0.0,480,0.526,8.1,0.5,2.0,227,0.502,-5.1,0.2,-2.0,470,0.506,6.9,0.3,20,9,20,9,Oklahoma City,Golden State,True
1,2,92.4,7:30 PM,American Airlines Center,4,New York,6,Dallas,New York,Dallas,-4.0,0.5238,False,4.0,0.5238,True,17,0.5,6.4,1.4,10,0.5,2.8,-0.1,18,0.529,5.7,2.3,9,0.556,11.8,3.3,Dallas,4.0,0.5238,7,0.667,1.6,5.2,New York,-4.0,0.5238,15,0.5,6.9,0.8,New York,Dallas,-4.0,4.0,1751,0.507,-2.1,0.2,875,0.524,-4.2,0.7,1870,0.515,2.1,0.2,923,0.486,4.9,-0.1,4.0,715,0.548,-3.8,1.3,-4.0,632,0.516,4.4,-0.5,New York,Dallas,-4.0,4.0,840,0.504,-2.3,0.5,419,0.528,-4.0,1.0,884,0.514,0.7,0.5,432,0.489,3.0,0.1,4.0,436,0.52,-4.2,1.2,-4.0,279,0.546,5.5,0.8,19,6,19,6,New York,Dallas,True
2,3,77.2,8:00 PM,Target Center,17,Sacramento,11,Minnesota,Sacramento,Minnesota,3.5,0.5238,True,-3.5,0.5238,False,18,0.353,0.3,-4.2,8,0.5,-1.0,-4.2,17,0.353,1.5,-4.2,8,0.25,6.3,-1.6,Sacramento,3.5,0.5238,6,0.333,-3.5,-2.0,Minnesota,-3.5,0.5238,16,0.313,1.8,-4.8,Sacramento,Minnesota,3.5,-3.5,1736,0.493,-2.4,-0.4,864,0.519,-5.0,0.0,1748,0.468,-1.9,-0.4,873,0.44,0.4,-1.0,3.5,1079,0.507,-6.2,0.3,-3.5,716,0.45,4.6,-1.0,Sacramento,Minnesota,3.5,-3.5,827,0.501,-2.4,-0.4,409,0.544,-3.7,0.6,844,0.47,-1.2,-0.1,420,0.446,0.8,-0.7,3.5,518,0.52,-5.8,0.4,-3.5,357,0.449,5.0,-0.9,25,17,17,25,Sacramento,Minnesota,False
3,4,71.3,9:00 PM,Footprint Center,22,Brooklyn,13,Phoenix,Brooklyn,Phoenix,8.5,0.5283,True,-8.5,0.5192,False,18,0.706,-2.6,4.2,11,0.8,-2.5,6.6,17,0.353,-0.7,-1.2,9,0.222,2.1,-0.2,Brooklyn,8.5,0.5283,14,0.769,-3.1,6.1,Phoenix,-8.5,0.5192,9,0.333,5.6,0.2,Brooklyn,Phoenix,8.5,-8.5,1797,0.492,-2.1,-0.4,893,0.511,-4.2,0.3,1821,0.501,0.5,-0.1,909,0.482,3.1,-0.5,8.5,1079,0.495,-6.2,0.2,-8.5,986,0.51,5.9,-0.5,Brooklyn,Phoenix,8.5,-8.5,854,0.498,-2.0,0.0,421,0.535,-3.5,0.6,868,0.491,-1.3,-0.6,431,0.476,0.7,-1.1,8.5,527,0.522,-5.9,0.7,-8.5,413,0.498,5.0,-0.9,2,23,23,2,Brooklyn,Phoenix,False
4,5,70.9,7:00 PM,Spectrum Center,15,Miami,23,Charlotte,Miami,Charlotte,-3.5,0.5192,False,3.5,0.5283,True,15,0.467,0.9,0.0,8,0.625,1.9,2.7,17,0.588,-4.9,0.8,9,0.556,-1.7,2.7,Charlotte,3.5,0.5283,16,0.625,-5.6,0.9,Miami,-3.5,0.5192,9,0.444,3.7,-0.7,Miami,Charlotte,-3.5,3.5,1950,0.513,1.8,0.1,956,0.529,-0.9,0.3,1631,0.493,-3.5,-0.1,812,0.491,-0.6,0.0,3.5,1142,0.487,-6.9,-0.1,-3.5,1201,0.51,5.8,-0.4,Miami,Charlotte,-3.5,3.5,910,0.514,0.8,0.2,440,0.544,-1.2,0.8,819,0.486,-2.7,-0.3,406,0.479,-0.4,-0.4,3.5,520,0.474,-7.0,-0.5,-3.5,504,0.497,4.4,-0.9,15,3,15,3,Miami,Charlotte,True
5,6,68.3,8:30 PM,Frost Bank Center,18,La Lakers,16,San Antonio,L.A. Lakers,San Antonio,-2.0,0.5283,False,2.0,0.5192,True,17,0.412,-2.1,-5.4,8,0.25,-8.5,-9.9,18,0.556,1.3,3.7,11,0.636,6.2,6.5,San Antonio,2.0,0.5192,12,0.5,-3.1,2.8,La Lakers,-2.0,0.5283,12,0.417,2.5,-3.6,L.A. Lakers,San Antonio,-2.0,2.0,1881,0.471,0.3,-0.5,924,0.473,-3.1,-0.9,1912,0.522,3.7,0.5,949,0.54,7.0,0.8,2.0,595,0.497,-5.5,0.1,-2.0,1027,0.459,5.4,-1.2,L.A. Lakers,San Antonio,-2.0,2.0,868,0.472,-1.8,-0.4,418,0.467,-4.9,-0.9,864,0.508,1.0,0.2,422,0.52,3.9,0.5,2.0,404,0.498,-6.5,-0.1,-2.0,369,0.457,4.2,-1.6,13,26,13,26,L.A. Lakers,San Antonio,False
6,7,67.6,8:00 PM,FedExForum,21,Detroit,8,Memphis,Detroit,Memphis,8.0,0.5192,True,-8.0,0.5283,False,19,0.5,-1.6,1.5,10,0.556,0.7,3.8,18,0.667,7.7,5.8,10,0.7,9.5,5.5,Detroit,8.0,0.5192,12,0.636,-3.7,2.9,Memphis,-8.0,0.5283,12,0.583,10.2,4.9,Detroit,Memphis,8.0,-8.0,1810,0.492,-1.1,-0.2,904,0.494,-3.7,-0.1,1806,0.513,-0.4,0.3,899,0.524,2.4,0.2,8.0,996,0.488,-6.1,0.3,-8.0,847,0.514,5.0,-0.4,Detroit,Memphis,8.0,-8.0,821,0.489,-3.6,-0.1,412,0.481,-6.0,-0.3,866,0.51,-0.5,0.3,430,0.537,2.1,0.7,8.0,576,0.49,-6.7,0.3,-8.0,400,0.513,5.1,-0.2,8,14,14,8,Detroit,Memphis,True
7,8,63.6,7:00 PM,Kia Center,24,Chicago,9,Orlando,Chicago,Orlando,10.5,0.5238,True,-10.5,0.5238,False,19,0.474,-5.2,-0.1,11,0.546,-1.6,3.7,19,0.579,4.3,2.4,8,0.875,15.6,8.3,Chicago,10.5,0.5238,17,0.471,-6.4,0.1,Orlando,-10.5,0.5238,12,0.75,11.0,4.7,Chicago,Orlando,10.5,-10.5,1798,0.499,-0.4,0.1,899,0.516,-2.5,0.8,1786,0.498,-1.4,-0.1,878,0.484,1.3,-0.3,10.5,964,0.503,-5.1,0.6,-10.5,743,0.499,5.2,-0.7,Chicago,Orlando,10.5,-10.5,839,0.489,-1.9,-0.4,419,0.501,-3.1,0.6,837,0.507,-3.5,-0.1,404,0.485,-1.3,-0.3,10.5,512,0.483,-5.8,-0.1,-10.5,225,0.541,4.9,-0.2,4,21,21,4,Chicago,Orlando,True
8,8,63.6,9:00 PM,Delta Center,10,Denver,28,Utah,Denver,Utah,-9.5,0.5238,False,9.5,0.5238,True,16,0.4,0.9,-1.2,7,0.429,2.7,3.2,17,0.471,-9.3,-2.4,8,0.375,-10.3,-5.1,Utah,9.5,0.5238,17,0.471,-9.3,-2.4,Denver,-9.5,0.5238,11,0.2,-0.6,-6.0,Denver,Utah,-9.5,9.5,1847,0.514,1.9,0.2,908,0.502,-2.0,-0.3,1802,0.505,1.0,0.1,890,0.524,4.9,0.7,9.5,820,0.49,-5.6,0.3,-9.5,1090,0.507,6.1,-0.3,Denver,Utah,-9.5,9.5,897,0.497,1.5,-0.1,431,0.493,-1.7,-0.6,868,0.514,2.1,0.5,424,0.521,5.4,0.9,9.5,356,0.516,-5.0,0.7,-9.5,536,0.479,5.4,-0.9,7,28,7,28,Denver,Utah,False
9,8,63.6,7:00 PM,Wells Fargo Center,5,Houston,20,Philadelphia,Houston,Philadelphia,-5.0,0.5238,False,5.0,0.5238,True,19,0.684,8.6,5.2,8,0.625,4.0,4.9,16,0.25,-8.4,-6.7,8,0.25,-8.9,-8.0,Philadelphia,5.0,0.5238,10,0.3,-11.0,-6.1,Houston,-5.0,0.5238,14,0.643,11.4,5.1,Houston,Philadelphia,-5.0,5.0,1828,0.497,1.4,0.2,900,0.508,-1.4,0.4,1806,0.503,-1.1,0.0,894,0.509,1.6,-0.1,5.0,992,0.498,-6.3,0.3,-5.0,1043,0.495,6.0,-0.3,Houston,Philadelphia,-5.0,5.0,892,0.492,0.4,-0.2,431,0.495,-2.1,-0.3,885,0.521,-0.1,0.4,435,0.557,2.8,0.8,5.0,438,0.502,-6.9,0.3,-5.0,483,0.502,6.4,-0.3,10,22,10,22,Houston,Philadelphia,False
10,11,58.2,8:00 PM,Smoothie King Center,25,Toronto,26,New Orleans,Toronto,New Orleans,3.0,0.5283,True,-3.0,0.5192,False,18,0.667,-5.7,2.8,10,0.6,-8.8,1.4,18,0.333,-11.0,-6.8,9,0.556,-3.0,0.2,Toronto,3.0,0.5283,18,0.667,-5.7,2.8,New Orleans,-3.0,0.5192,5,0.2,-8.8,-12.9,Toronto,New Orleans,3.0,-3.0,1808,0.506,0.4,0.3,892,0.518,-2.3,0.5,1762,0.501,-1.0,0.2,877,0.504,1.4,0.0,3.0,905,0.505,-4.9,0.7,-3.0,737,0.483,4.2,-1.1,Toronto,New Orleans,3.0,-3.0,904,0.503,2.3,0.2,440,0.506,-0.1,0.4,846,0.499,-0.5,0.4,419,0.504,1.5,0.1,3.0,344,0.51,-4.2,0.8,-3.0,368,0.492,4.6,-0.6,27,18,18,27,Toronto,New Orleans,False
11,12,56.9,7:00 PM,Gainbridge Fieldhouse,29,Portland,19,Indiana,Portland,Indiana,10.5,0.5238,True,-10.5,0.5238,False,18,0.588,-8.5,0.0,10,0.556,-9.5,0.3,18,0.412,-3.2,-4.6,8,0.571,3.6,-0.3,Portland,10.5,0.5238,18,0.588,-8.5,0.0,Indiana,-10.5,0.5238,10,0.333,-1.7,-7.9,Portland,Indiana,10.5,-10.5,1787,0.493,-1.2,-0.3,889,0.487,-4.5,-0.5,1839,0.51,0.6,0.3,910,0.523,4.0,0.8,10.5,960,0.48,-6.7,-0.3,-10.5,937,0.51,5.4,-0.3,Portland,Indiana,10.5,-10.5,872,0.492,-1.4,-0.4,431,0.487,-4.3,-0.6,865,0.513,0.3,0.4,423,0.524,3.2,0.9,10.5,459,0.468,-7.5,-0.8,-10.5,422,0.51,5.1,-0.2,24,11,11,24,Portland,Indiana,False
12,13,45.4,7:00 PM,Rocket Mortgage FieldHouse,27,Atlanta,3,Cleveland,Atlanta,Cleveland,10.0,0.5238,True,-10.0,0.5238,False,18,0.333,-5.4,-4.6,9,0.444,-6.9,-3.9,18,0.778,12.4,5.6,10,0.8,14.7,5.6,Atlanta,10.0,0.5238,8,0.5,-9.9,-2.1,Cleveland,-10.0,0.5238,15,0.733,14.6,5.7,Atlanta,Cleveland,10.0,-10.0,1824,0.482,-1.5,-0.4,913,0.47,-4.4,-0.4,1868,0.492,0.2,-0.3,936,0.496,3.3,-0.1,10.0,1014,0.479,-6.0,0.1,-10.0,993,0.496,6.3,-0.3,Atlanta,Cleveland,10.0,-10.0,878,0.483,-1.0,-0.6,440,0.468,-3.7,-0.8,911,0.475,0.6,-0.4,458,0.487,3.1,-0.3,10.0,455,0.485,-5.6,0.2,-10.0,523,0.48,6.2,-0.5,0,5,5,0,Atlanta,Cleveland,False
13,14,39.8,7:00 PM,Capital One Arena,14,La Clippers,30,Washington,L.A. Clippers,Washington,-10.5,0.5349,False,10.5,0.5122,True,19,0.632,1.2,3.6,8,0.625,-2.4,3.7,16,0.267,-14.7,-4.8,8,0.25,-13.8,-4.4,Washington,10.5,0.5122,16,0.267,-14.7,-4.8,La Clippers,-10.5,0.5349,6,0.667,9.8,4.8,L.A. Clippers,Washington,-10.5,10.5,1825,0.49,0.8,-0.1,899,0.495,-1.9,0.2,1775,0.474,-2.5,-0.3,881,0.468,0.7,0.0,10.5,1109,0.483,-6.3,0.1,-10.5,1003,0.511,6.3,-0.1,L.A. Clippers,Washington,-10.5,10.5,897,0.508,2.9,0.2,436,0.527,0.9,0.9,852,0.475,-2.2,-0.6,420,0.492,0.8,0.2,10.5,501,0.486,-6.2,0.1,-10.5,588,0.519,6.9,0.1,12,29,12,29,L.A. Clippers,Washington,False
