,Rank,Hotness Score,Time,Location,Away Team Rank,Away Team,Home Team Rank,Home Team,Away Team DraftKings,Home Team DraftKings,Away Team all_games_ATS Record,Away Team all_games_Cover %,Away Team all_games_MOV,Away Team all_games_ATS +/-,Away Team is_away_ATS Record,Away Team is_away_Cover %,Away Team is_away_MOV,Away Team is_away_ATS +/-,Away Team is_fav_ATS Record,Away Team is_fav_Cover %,Away Team is_fav_MOV,Away Team is_fav_ATS +/-,Home Team all_games_ATS Record,Home Team all_games_Cover %,Home Team all_games_MOV,Home Team all_games_ATS +/-,Home Team is_home_ATS Record,Home Team is_home_Cover %,Home Team is_home_MOV,Home Team is_home_ATS +/-,Home Team is_dog_ATS Record,Home Team is_dog_Cover %,Home Team is_dog_MOV,Home Team is_dog_ATS +/-
0,1,91.0,7:00 PM,Coleman Coliseum,105,Mcneese St,4,Alabama,,Alabama,0-1-0,0.0%,23.5,-17.5,,,,,0-1-0,0.0%,-7.0,-17.5,1-1-0,50.0%,32.5,+6.0,1-1-0,50.0%,32.5,+6.0,,,,
1,2,88.9,8:00 PM,Mackey Arena,118,Yale,13,Purdue,Yale,Purdue,1-1-0,50.0%,7.0,0.0,0-1-0,0.0%,-12.0,-18.0,1-1-0,50.0%,7.0,0.0,1-1-0,50.0%,19.5,-3.3,1-1-0,50.0%,19.5,-3.3,,,,
2,3,84.0,6:00 PM,Value City Arena,155,Youngs St,32,Ohio St,Youngstown State,Ohio State,1-0-0,100.0%,20.0,+14.5,1-0-0,100.0%,20.0,14.5,1-0-0,100.0%,20.0,14.5,1-0-0,100.0%,8.0,+9.5,,,,,1-0-0,100.0%,8.0,9.5
3,4,82.9,7:00 PM,Cassell Coliseum,134,Winthrop,81,Va Tech,,,1-0-0,100.0%,37.5,+4.0,,,,,1-0-0,100.0%,15.0,4.0,1-1-0,50.0%,21.0,0.0,1-1-0,50.0%,21.0,0.0,,,,
4,4,82.9,8:00 PM,Moody Coliseum,157,Nc-Grnsboro,48,S Methodist,,SMU,1-0-0,100.0%,9.0,+3.5,,,,,1-0-0,100.0%,9.0,3.5,1-1-0,50.0%,31.5,+8.0,1-1-0,50.0%,31.5,+8.0,,,,
5,6,80.6,8:00 PM,James H. Hilton Coliseum,183,Kansas City,10,Iowa St,,Iowa State,0-0-0,0.0%,55.5,--,,,,,,,,,0-1-0,0.0%,39.0,-5.5,0-1-0,0.0%,39.0,-5.5,,,,
6,7,77.9,7:00 PM,Jersey Mike's Arena,189,St Peters,50,Rutgers,Saint Peters,Rutgers,2-0-0,100.0%,-5.5,+6.5,2-0-0,100.0%,-5.5,6.5,,,,,1-0-0,100.0%,23.0,+6.0,1-0-0,100.0%,23.0,+6.0,,,,
7,8,77.6,7:00 PM,Petersen Events Center,199,Gard-Webb,29,Pittsburgh,,Pittsburgh,2-0-0,100.0%,-5.0,+9.5,2-0-0,100.0%,-5.0,9.5,,,,,2-0-0,100.0%,27.5,+10.5,2-0-0,100.0%,27.5,+10.5,,,,
8,9,76.0,7:00 PM,Exactech Arena at the Stephen C. O'Connell Center,209,Grambling St,27,Florida,Grambling,Florida,1-0-0,100.0%,24.0,+22.0,1-0-0,100.0%,-2.0,22.0,,,,,1-1-0,50.0%,18.0,+0.3,0-1-0,0.0%,21.0,-3.5,,,,
9,10,74.9,9:00 PM,Wintrust Arena,150,Mercer,142,Depaul,,,0-0-0,0.0%,71.0,--,,,,,,,,,1-1-0,50.0%,17.5,+1.5,1-1-0,50.0%,17.5,+1.5,,,,
10,11,71.2,8:00 PM,Reed Arena,241,Lamar,24,Texas A&M,Lamar,Texas A&M,0-0-0,0.0%,71.0,--,,,,,,,,,1-1-0,50.0%,14.5,-4.3,1-0-0,100.0%,32.0,+1.0,,,,
11,12,67.5,9:00 PM,Fiserv Forum,265,Central Mich,12,Marquette,Central Michigan,Marquette,1-1-0,50.0%,1.5,+1.5,1-0-0,100.0%,4.0,9.5,0-1-0,0.0%,-1.0,-6.5,2-0-0,100.0%,29.5,+11.3,2-0-0,100.0%,29.5,+11.3,,,,
12,13,65.7,7:00 PM,Mizzou Arena,264,E Washingtn,66,Missouri,Eastern Washington,Missouri,1-1-0,50.0%,-6.5,+6.0,0-1-0,0.0%,-20.0,-3.0,,,,,0-2-0,0.0%,3.5,-4.3,0-1-0,0.0%,15.0,-4.0,0-1-0,0.0%,-8.0,-4.5
13,14,62.2,10:00 PM,Pauley Pavilion presented by Wescom,291,Boston U,28,Ucla,Boston University,,0-2-0,0.0%,-11.0,-11.0,0-1-0,0.0%,-14.0,-11.5,0-1-0,0.0%,-8.0,-10.5,1-1-0,50.0%,13.5,-0.3,1-0-0,100.0%,35.0,+12.0,,,,
14,15,59.1,7:00 PM,Bon Secours Wellness Arena,253,Jacksonville,140,Furman,Jacksonville,Furman,1-0-0,100.0%,-4.0,+3.5,1-0-0,100.0%,-21.0,3.5,,,,,1-0-0,100.0%,30.0,+4.5,0-0-0,0.0%,58.0,--,1-0-0,100.0%,2.0,4.5
15,16,58.7,7:00 PM,EagleBank Arena,286,Stony Brook,95,Geo Mason,Stony Brook,George Mason,1-1-0,50.0%,-19.5,-5.3,1-1-0,50.0%,-19.5,-5.3,,,,,1-1-0,50.0%,-1.0,-2.0,1-0-0,100.0%,17.0,+1.5,0-1-0,0.0%,-19.0,-5.5
16,17,57.1,9:30 PM,Friel Court at Beasley Coliseum,294,Idaho,85,Wash State,Idaho,Washington State,0-1-0,0.0%,15.0,-2.0,,,,,,,,,1-1-0,50.0%,12.5,+4.5,1-1-0,50.0%,12.5,+4.5,,,,
17,18,55.6,8:00 PM,F&M Bank Arena,177,Chattanooga,246,Austin Peay,Chattanooga,Austin Peay,1-1-0,50.0%,-19.0,-3.3,1-1-0,50.0%,-19.0,-3.3,,,,,1-0-0,100.0%,11.0,+19.5,0-0-0,0.0%,20.0,--,1-0-0,100.0%,2.0,19.5
18,19,54.7,8:00 PM,Lloyd Noble Center,327,Nw State,38,Oklahoma,,Oklahoma,1-0-0,100.0%,10.0,+13.0,1-0-0,100.0%,-21.0,13.0,,,,,1-0-0,100.0%,33.0,+6.0,1-0-0,100.0%,33.0,+6.0,,,,
19,20,52.9,7:00 PM,Hinkle Fieldhouse,311,W Michigan,101,Butler,Western Michigan,Butler,0-0-1,0.0%,18.0,0.0,0-0-1,0.0%,-4.0,0.0,,,,,0-2-0,0.0%,2.5,-14.8,0-2-0,0.0%,2.5,-14.8,,,,
20,21,51.8,11:59 PM,SimpliFi Arena at Stan Sheriff Center,263,Pacific,178,Hawaii,Pacific,Hawaii,1-0-0,100.0%,31.0,+14.5,,,,,,,,,1-0-0,100.0%,23.0,+6.5,1-0-0,100.0%,23.0,+6.5,,,,
21,22,50.7,7:00 PM,Purcell Pavilion at the Joyce Center,342,Buffalo,57,Notre Dame,Buffalo,Notre Dame,1-0-0,100.0%,5.0,+11.5,1-0-0,100.0%,1.0,11.5,,,,,1-0-0,100.0%,29.0,+2.5,1-0-0,100.0%,29.0,+2.5,,,,
22,23,48.6,7:00 PM,Xfinity Center,360,Florida A&M,31,Maryland,Florida A&M,Maryland,1-1-0,50.0%,-37.5,-8.0,1-1-0,50.0%,-37.5,-8.0,,,,,2-0-0,100.0%,32.0,+7.0,2-0-0,100.0%,32.0,+7.0,,,,
23,24,47.3,9:30 PM,Icardo Center,240,N Dakota St,235,Cs Bakersfld,North Dakota State,,0-1-0,0.0%,14.0,-12.5,,,,,0-1-0,0.0%,-9.0,-12.5,0-0-1,0.0%,28.0,0.0,0-0-0,0.0%,69.0,--,0-0-1,0.0%,-13.0,0.0
24,25,45.0,7:00 PM,CB&S Bank Arena at Flowers Hall,299,Tn Martin,187,N Alabama,,North Alabama,1-0-0,100.0%,27.5,+15.0,1-0-0,100.0%,2.0,15.0,,,,,2-0-0,100.0%,26.0,+17.3,1-0-0,100.0%,36.0,+13.5,1-0-0,100.0%,16.0,21.0
25,26,42.7,7:00 PM,John Paul Jones Arena,362,Coppin St,96,Virginia,Coppin State,Virginia,1-2-0,33.3%,-22.7,+0.3,1-1-0,50.0%,-28.5,1.5,,,,,0-1-0,0.0%,9.0,-7.0,0-1-0,0.0%,9.0,-7.0,,,,
26,27,39.7,7:00 PM,Cam Henderson Center,306,S Indiana,213,Marshall,Southern Indiana,Marshall,1-1-0,50.0%,-4.0,+5.0,1-0-0,100.0%,-2.0,13.0,,,,,0-1-0,0.0%,11.5,-9.0,0-1-0,0.0%,11.5,-9.0,0-1-0,0.0%,-10.0,-9.0
27,28,33.9,7:30 PM,Avron B. Fogelman Arena in Devlin Fieldhouse,361,Alcorn St,176,Tulane,Alcorn,Tulane,0-2-0,0.0%,-34.0,-22.3,0-2-0,0.0%,-34.0,-22.3,,,,,1-0-0,100.0%,25.0,+5.0,1-0-0,100.0%,25.0,+5.0,,,,
28,29,22.6,4:00 PM,Clune Arena,332,Liu,284,Air Force,,Air Force,0-0-1,0.0%,15.0,0.0,0-0-1,0.0%,-30.0,0.0,,,,,1-1-0,50.0%,-5.0,-8.3,1-1-0,50.0%,-5.0,-8.3,,,,
29,30,19.4,6:00 PM,McAlister Field House,312,Stetson,326,Citadel,Stetson,,0-1-0,0.0%,8.0,-7.5,,,,,0-1-0,0.0%,-3.0,-7.5,1-0-0,100.0%,10.5,+7.5,0-0-0,0.0%,30.0,--,1-0-0,100.0%,-9.0,7.5
30,31,--,9:30 PM,SimpliFi Arena at Stan Sheriff Center,278,San Jose St,0,Life Pacific,San Jose State,,0-3-0,0.0%,-9.3,-11.8,0-1-0,0.0%,-11.0,-6.5,0-2-0,0.0%,-8.5,-14.5,,,,,,,,,,,,
31,31,--,9:00 PM,Holt Arena,0,Southern Oregon,249,Idaho St,,Idaho State,,,,,,,,,,,,,2-0-0,100.0%,-6.5,+14.3,,,,,2-0-0,100.0%,-6.5,14.3
32,31,--,12:00 PM,Burr Gymnasium,0,Dillard,234,Howard,,Howard,,,,,,,,,,,,,1-1-0,50.0%,-22.5,+0.8,,,,,1-1-0,50.0%,-22.5,0.8
33,31,--,9:00 PM,Brick Breeden Fieldhouse,0,Northwest Indian College,208,Montana St,,Montana State,,,,,,,,,,,,,1-1-0,50.0%,-16.0,-2.5,,,,,1-1-0,50.0%,-16.0,-2.5
34,31,--,8:00 PM,Alabama A&M Events Center,0,Arkansas Baptist,319,Alab A&M,,Alabama A&M,,,,,,,,,,,,,0-0-0,0.0%,43.0,--,0-0-0,0.0%,43.0,--,,,,
35,31,--,8:00 PM,Great Southern Bank Arena,0,Missouri Southern State,185,Missouri St,,Missouri State,,,,,,,,,,,,,1-0-0,100.0%,-7.0,+10.0,,,,,1-0-0,100.0%,-7.0,10.0
36,31,--,7:00 PM,Hanner Fieldhouse,0,Augusta,200,Ga Southern,,,,,,,,,,,,,,,1-1-0,50.0%,3.5,+1.8,1-0-0,100.0%,15.0,+6.0,0-1-0,0.0%,-8.0,-2.5
37,31,--,7:00 PM,Stroh Center,0,Taylor University,270,Bowling Grn,,Bowling Green,,,,,,,,,,,,,0-2-0,0.0%,-7.5,-2.5,0-1-0,0.0%,-6.0,-0.5,0-2-0,0.0%,-7.5,-2.5
38,31,--,7:00 PM,William H. Detrick Gymnasium,0,Northern Vermont-Johnson,220,Central Conn,,Central Connecticut State,,,,,,,,,,,,,2-0-0,100.0%,1.0,+19.0,,,,,2-0-0,100.0%,1.0,19.0
39,31,--,7:00 PM,Smith-Hammond Middleton Memorial Center,0,Voorhees,293,S Car State,,South Carolina State,,,,,,,,,,,,,1-1-0,50.0%,30.0,+32.5,1-0-0,100.0%,82.0,+67.5,0-1-0,0.0%,-22.0,-2.5
40,31,--,6:00 PM,Chesapeake Employers Insurance Arena,0,Valley Forge,303,Maryland Bc,,,,,,,,,,,,,,,0-1-0,0.0%,-10.0,-26.5,0-0-0,0.0%,29.0,--,0-1-0,0.0%,-49.0,-26.5
41,31,--,7:00 PM,Buccaneer Field House,0,Morris College,309,Charl South,,,,,,,,,,,,,,,0-2-0,0.0%,-25.5,-10.8,,,,,0-2-0,0.0%,-25.5,-10.8
